Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,nb_rooms,nb_bedrooms,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,SalePrice,building_height,Ground_floor,Heating_Central,Heating_Individual,Last_floor,district
33m²,2 p.,1,585 000 €,Paris 04 (75004)|Saint-Gervais,"Ref de l'annonce
:DFV1952
Etage du bien
:2e
Cave",4,33,2,1,0,2,0,1,0,Unknown,0,0,585000,Average,0,0,0,0,4e
32m²,1 p.,1,400 000 €,"Paris 14 (75014)
Jean Moulin-Porte d'Orléans","Ref de l'annonce
:DFM3189A
Etage du bien
:5e
Cave
Ascenseur",14,32,1,1,0,5,0,1,0,Unknown,0,0,400000,Average,0,0,0,0,14e
45m²,2 p.,1,428 500 €,Paris 18 (75018)|La Chapelle - Marx Dormoy,"Ref de l'annonce
:202522R8
Nombre d'étages du bâtiment
:6
Ascenseur",18,45,2,1,6,0,0,0,0,Unknown,0,0,428500,Average,1,0,0,0,18e
42m²,2 p.,1,590 000 €,"Paris 17 (75017)
Courcelles","Ref de l'annonce
:DA2-006
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",17,42,2,1,6,3,1,1,Balcon,Unknown,0,0,590000,Average,0,0,0,0,17e
75m²,3 p.,2,649 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:LPDORMOY
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",18,75,3,2,2,2,1,1,0,électrique,0,0,649000,Small,0,0,0,1,18e
68m²,3 p.,2,455 000 €,"Paris 17 (75017)
Métro Porte Maillot","Ref de l'annonce
:RSIM813
Chauffage
:Central
Etage du bien
:8e
Nombre d'étages du bâtiment
:14
Cave
Ascenseur
Sécurité
:Gardien",17,68,3,2,14,8,0,1,0,Central,0,0,455000,Tower,0,1,0,0,17e
48m²,3 p.,2,480 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:115
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien",18,48,3,2,5,4,0,1,0,"Individuel, au gaz",0,0,480000,Average,0,0,1,0,18e
91m²,5 p.,3,1 064 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:161955399
Etage du bien
:2e
Cave
Nombre de salle de bain
:1",15,91,5,3,0,2,1,1,0,Unknown,0,0,1064000,Average,0,0,0,0,15e
90m²,3 p.,2,1 250 000 €,"Paris 13 (75013)
Croulebarbe","Ref de l'annonce
:3892911
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",13,90,3,2,10,9,1,1,"Terrasse, balcon",Unknown,0,1,1250000,High,0,0,0,0,13e
23m²,1 p.,-1,245 000 €,"Paris 10 (75010)
Canal Saint Martin","Ref de l'annonce
:2568
Nombre d'étages du bâtiment
:3
Cave",10,23,1,0,3,0,0,1,0,Unknown,0,0,245000,Small,1,0,0,0,10e
11m²,1 p.,-1,142 000 €,24 Rue d'Aumale 75009 Paris 9e,"Ref de l'annonce
:171216
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien",9,11,1,0,6,6,0,0,0,Unknown,0,0,142000,Average,0,0,0,1,9e
116m²,6 p.,2,1 198 000 €,"Paris 20 (75020)
PARIS 20EME ARRONDISSEMENT","Ref de l'annonce
:340933126886
Chauffage
:électrique
Etage du bien
:1er
Nombre de salle de bain
:1",20,116,6,2,0,1,1,0,0,électrique,0,0,1198000,Average,0,0,0,0,20e
25m²,1 p.,-1,290 000 €,"Paris 14 (75014)
Parc Montsouris","Ref de l'annonce
:31770591
Nombre d'étages du bâtiment
:5",14,25,1,0,5,0,0,0,0,Unknown,0,0,290000,Average,1,0,0,0,14e
15m²,1 p.,-1,205 000 €,"Paris 11 (75011)
Saint-Sébastien Froissart","Ref de l'annonce
:31826608
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",11,15,1,0,6,2,1,0,0,Unknown,0,0,205000,Average,0,0,0,0,11e
11m²,1 p.,-1,207 000 €,"Paris 17 (75017)
Arc de triomphe","Ref de l'annonce
:31858742
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Meublé
Sécurité
:Gardien",17,11,1,0,6,5,0,0,0,Unknown,0,0,207000,Average,0,0,0,0,17e
12m²,1 p.,-1,165 000 €,"Paris 18 (75018)
Place Clichy","Ref de l'annonce
:29924050
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",18,12,1,0,6,6,0,0,0,Unknown,0,0,165000,Average,0,0,0,1,18e
35m²,2 p.,1,482 000 €,"Paris 02 (75002)
Montorgueil","Ref de l'annonce
:8112
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Sécurité
:Gardien
Nombre de salle de bain
:1",2,35,2,1,6,4,1,0,0,Unknown,0,0,482000,Average,0,0,0,0,2e
28m²,1 p.,-1,265 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:161944917
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Ascenseur
Sécurité
:Gardien
Accès handicapé",20,28,1,0,9,3,0,0,0,Central,0,0,265000,Average,0,1,0,0,20e
40m²,2 p.,1,440 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:SP39
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",20,40,2,1,6,3,1,1,0,Central,0,0,440000,Average,0,1,0,0,20e
85m²,5 p.,3,745 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:60
Etage du bien
:4e
Nombre d'étages du bâtiment
:6",16,85,5,3,6,4,0,0,0,Unknown,0,0,745000,Average,0,0,0,0,16e
33m²,1 p.,-1,328 600 €,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,1,0,14,1,1,0,0,Unknown,0,1,328600,Tower,0,0,0,0,19e
83m²,3 p.,2,970 000 €,"Paris 11 (75011)
PARIS","Ref de l'annonce
:877
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",11,83,3,2,4,1,0,0,0,Central,0,0,970000,Average,0,1,0,0,11e
29m²,2 p.,1,335 000 €,"Paris 11 (75011)
PARIS","Ref de l'annonce
:983
Chauffage
:Individuel, électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:4",11,29,2,1,4,4,0,0,0,"Individuel, électrique",0,0,335000,Average,0,0,1,1,11e
72m²,3 p.,2,690 000 €,"Paris 12 (75012)
Nation-Picpus","Ref de l'annonce
:0174
Chauffage
:Central, au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",12,72,3,2,9,4,1,1,Balcon,"Central, au gaz",0,1,690000,Average,0,1,0,0,12e
21m²,1 p.,1,360 000 €,Paris 08 (75008)|Triangle d'Or,"Ref de l'annonce
:4828
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:10
Sécurité
:Gardien
Climatisation",8,21,1,1,10,1,0,0,0,Central,0,0,360000,High,0,1,0,0,8e
45m²,2 p.,1,625 000 €,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:087
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",7,45,2,1,6,4,1,1,0,Unknown,0,0,625000,Average,0,0,0,0,7e
7m²,1 p.,-1,127 500 €,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:1188
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",6,7,1,0,6,6,0,0,Balcon,Unknown,0,0,127500,Average,0,0,0,1,6e
97m²,4 p.,3,877 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:LKM28799
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",20,97,4,3,5,5,1,1,Balcon,Au gaz,0,1,877000,Average,0,0,0,1,20e
52m²,3 p.,2,436 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:157346947
Etage du bien
:1er
Cave
Sécurité
:Gardien",18,52,3,2,0,1,0,1,0,Unknown,0,0,436000,Average,0,0,0,0,18e
82m²,4 p.,3,930 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4110039
Rénové
Etage du bien
:2e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Nombre de salle de bain
:1",11,82,4,3,12,2,1,1,0,Unknown,1,0,930000,High,0,0,0,0,11e
79m²,4 p.,3,650 000 €,"Paris 18 (75018)
PARIS 18EME ARRONDISSEMENT","Ref de l'annonce
:77792905_3
Rénové
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",18,79,4,3,6,1,0,1,Balcon,Unknown,1,1,650000,Average,0,0,0,0,18e
25m²,1 p.,-1,330 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:340935693114
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Meublé
Nombre de salle de bain
:1",16,25,1,0,0,1,1,0,Balcon,Au gaz,0,0,330000,Average,0,0,0,0,16e
84m²,4 p.,2,840 000 €,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:3036
Parking
Terrasse/Balcon
:Terrasse
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",20,84,4,2,7,5,1,1,Terrasse,Unknown,0,1,840000,Average,0,0,0,0,20e
278m²,8 p.,4,3 780 000 €,"Paris 08 (75008)
Ternes, Courcelles","Ref de l'annonce
:158FPCHL
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",8,278,8,4,8,2,2,1,Balcon,Central,0,0,3780000,Average,0,1,0,0,8e
63m²,3 p.,2,737 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:161921279
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,63,3,2,9,3,1,1,0,Unknown,0,0,737000,Average,0,0,0,0,16e
60m²,3 p.,2,542 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:3906417
Etage du bien
:6e
Ascenseur
Nombre de salle de bain
:1",18,60,3,2,0,6,1,0,0,Unknown,0,0,542000,Average,0,0,0,0,18e
97m²,4 p.,2,1 295 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:OA571VHSS2
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",16,97,4,2,6,3,1,1,0,Unknown,0,0,1295000,Average,0,0,0,0,16e
209m²,8 p.,4,2 290 000 €,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",18,209,8,4,3,0,2,0,0,Individuel,0,0,2290000,Small,1,0,1,0,18e
64m²,2 p.,1,540 000 €,"Paris 09 (75009)
Métro Ligne n°2 Station Anvers","Ref de l'annonce
:3563
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",9,64,2,1,6,0,0,1,0,Unknown,0,0,540000,Average,1,0,0,0,9e
69m²,3 p.,2,748 000 €,"Paris 11 (75011)
PARIS","Ref de l'annonce
:808807
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur",11,69,3,2,9,4,0,1,Balcon,Central,0,0,748000,Average,0,1,0,0,11e
59m²,3 p.,1,756 000 €,"Paris 03 (75003)
PARIS","Ref de l'annonce
:UW137-1399B
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",3,59,3,1,6,0,1,1,Balcon,"Individuel, au gaz",0,0,756000,Average,1,0,1,0,3e
67m²,4 p.,2,900 000 €,"Paris 03 (75003)
PARIS","Ref de l'annonce
:UW137-1401B
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:14
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",3,67,4,2,14,0,1,1,Balcon,"Central, au gaz",0,0,900000,Tower,1,1,0,0,3e
59m²,3 p.,1,756 000 €,Paris 11 (75011)|République - Saint-Ambroise...,"Ref de l'annonce
:UW137-1398C
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",11,59,3,1,6,0,1,1,Balcon,"Individuel, au gaz",0,0,756000,Average,1,0,1,0,11e
67m²,4 p.,2,900 000 €,Paris 11 (75011)|République - Saint-Ambroise...,"Ref de l'annonce
:UW137-1392C
Chauffage
:Central, au gaz
Parking
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:14
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",11,67,4,2,14,0,1,1,Balcon,"Central, au gaz",0,1,900000,Tower,1,1,0,0,11e
86m²,4 p.,2,1 090 000 €,"Paris 03 (75003)
République","Ref de l'annonce
:160054165
Etage du bien
:3e
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",3,86,4,2,4,3,1,1,0,Unknown,0,0,1090000,Average,0,0,0,0,3e
30m²,2 p.,1,378 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:534
Chauffage
:électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",10,30,2,1,6,4,0,1,0,électrique,0,0,378000,Average,0,0,0,0,10e
103m²,5 p.,3,1 290 000 €,Paris 11 (75011)|République - Saint-Ambroise...,"Ref de l'annonce
:UW137-1400
Chauffage
:Individuel, au gaz
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",11,103,5,3,6,0,1,1,0,"Individuel, au gaz",0,0,1290000,Average,1,0,1,0,11e
68m²,3 p.,3,779 000 €,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:169807
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7",11,68,3,3,7,4,0,0,"Terrasse, balcon",Unknown,0,0,779000,Average,0,0,0,0,11e
163m²,4 p.,2,2 659 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:185993
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",16,163,4,2,7,4,1,1,"Terrasse, balcon",Unknown,0,0,2659000,Average,0,0,0,0,16e
47m²,2 p.,1,580 000 €,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:113059
Etage du bien
:4e
Nombre d'étages du bâtiment
:4",18,47,2,1,4,4,0,0,0,Unknown,0,0,580000,Average,0,0,0,1,18e
39m²,2 p.,1,355 000 €,93 Rue Belliard 75018 Paris 18e,"Ref de l'annonce
:168666
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien",18,39,2,1,8,0,0,0,0,Unknown,0,0,355000,Average,1,0,0,0,18e
170m²,6 p.,3,2 539 000 €,3 Rue Octave Feuillet 75016 Paris 16e,"Ref de l'annonce
:136286
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",16,170,6,3,6,3,2,1,0,Unknown,0,0,2539000,Average,0,0,0,0,16e
57m²,3 p.,2,780 000 €,5 Rue Houdon 75018 Paris 18e,"Ref de l'annonce
:109386
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",18,57,3,2,6,5,1,0,Balcon,Unknown,0,0,780000,Average,0,0,0,0,18e
150m²,4 p.,3,1 999 000 €,67 Avenue Paul Doumer 75016 Paris 16e,"Ref de l'annonce
:146291
Etage du bien
:1er
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",16,150,4,3,8,1,1,1,0,Unknown,0,0,1999000,Average,0,0,0,0,16e
61m²,3 p.,1,880 000 €,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:3P SAINTS PERES
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",6,61,3,1,5,4,1,0,0,Au gaz,0,0,880000,Average,0,0,0,0,6e
61m²,2 p.,1,880 000 €,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:2 P ST PERES
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",6,61,2,1,5,4,1,0,0,Au gaz,0,0,880000,Average,0,0,0,0,6e
61m²,3 p.,2,880 000 €,"Paris 06 (75006)
St Germain des prés","Ref de l'annonce
:3
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Sécurité
:Gardien
Nombre de salle de bain
:1",6,61,3,2,5,4,1,0,0,"Individuel, au gaz",0,0,880000,Average,0,0,1,0,6e
29m²,1 p.,-1,346 500 €,"Paris 11 (75011)|République - Saint-Ambroise, Lé...","Ref de l'annonce
:340938315358
Etage du bien
:6e",11,29,1,0,0,6,0,0,0,Unknown,0,0,346500,Average,0,0,0,0,11e
63m²,3 p.,2,749 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:146
Etage du bien
:2e
Cave
Ascenseur",10,63,3,2,0,2,0,1,0,Unknown,0,0,749000,Average,0,0,0,0,10e
63m²,2 p.,1,749 000 €,"Paris 10 (75010)
Métro château d'eau","Ref de l'annonce
:147
Etage du bien
:2e
Cave
Ascenseur",10,63,2,1,0,2,0,1,0,Unknown,0,0,749000,Average,0,0,0,0,10e
60m²,3 p.,2,650 000 €,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:1818
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Nombre de salle de bain
:1",10,60,3,2,5,1,1,1,0,Individuel,0,0,650000,Average,0,0,1,0,10e
112m²,5 p.,4,1 300 000 €,"Paris 15 (75015)
Lecourbe","Ref de l'annonce
:123065
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",15,112,5,4,6,3,1,0,0,Unknown,0,0,1300000,Average,0,0,0,0,15e
81m²,3 p.,2,898 700 €,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:335
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:5e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Nombre de salle de bain
:1",17,81,3,2,9,5,1,1,Terrasse,Central,0,0,898700,Average,0,1,0,0,17e
15m²,1 p.,-1,260 000 €,"Paris 15 (75015)
Dupleix","Ref de l'annonce
:340938481172
Chauffage
:Au gaz
Etage du bien
:1er
Meublé",15,15,1,0,0,1,0,0,0,Au gaz,0,0,260000,Average,0,0,0,0,15e
124m²,5 p.,4,1 575 000 €,"Paris 03 (75003)
Arts-et-Métiers","Ref de l'annonce
:3713570
Chauffage
:Individuel
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",3,124,5,4,4,1,1,0,0,Individuel,0,1,1575000,Average,0,0,1,0,3e
20m²,1 p.,-1,299 000 €,"Paris 07 (75007)
Gros-Caillou","Ref de l'annonce
:3900092
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Meublé",7,20,1,0,7,7,0,0,0,Unknown,0,0,299000,Average,0,0,0,1,7e
47m²,2 p.,1,680 000 €,"Paris 11 (75011)
Folie-Méricourt","Ref de l'annonce
:3893793
Chauffage
:Au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",11,47,2,1,6,1,0,1,0,Au gaz,0,0,680000,Average,0,0,0,0,11e
76m²,3 p.,2,699 000 €,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:04a521
Chauffage
:Individuel
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:1",19,76,3,2,7,1,1,0,Balcon,Individuel,0,1,699000,Average,0,0,1,0,19e
70m²,3 p.,2,980 000 €,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:ATL-3P7002
Etage du bien
:3e
Sécurité
:Gardien
Nombre de salle de bain
:2",2,70,3,2,0,3,2,0,0,Unknown,0,0,980000,Average,0,0,0,0,2e
35m²,2 p.,2,365 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:MA/35M2 16EME NORD
Rénové
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Ascenseur
Nombre de salle de bain
:1",16,35,2,2,4,4,1,0,0,Individuel,1,0,365000,Average,0,0,1,1,16e
53m²,2 p.,1,749 000 €,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:1136D
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Sécurité
:Gardien",5,53,2,1,7,5,0,0,0,Unknown,0,0,749000,Average,0,0,0,0,5e
209m²,8 p.,4,2 290 000 €,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",18,209,8,4,3,0,2,0,0,Individuel,0,0,2290000,Small,1,0,1,0,18e
15m²,1 p.,-1,185 000 €,"Paris 11 (75011)|Nation - Alexandre Dumas, Léon-...","Ref de l'annonce
:3448
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:6",11,15,1,0,6,0,0,0,0,"Individuel, électrique",0,0,185000,Average,1,0,1,0,11e
90m²,4 p.,2,1 230 000 €,Paris 03 (75003)|Arsenal,"Ref de l'annonce
:583
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",3,90,4,2,5,2,1,0,0,Unknown,0,0,1230000,Average,0,0,0,0,3e
48m²,3 p.,2,550 000 €,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1302
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Ascenseur",15,48,3,2,7,2,0,0,0,Unknown,0,0,550000,Average,0,0,0,0,15e
32m²,1 p.,-1,445 000 €,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:13274_JP
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",14,32,1,0,7,4,0,1,0,Unknown,0,0,445000,Average,0,0,0,0,14e
35m²,2 p.,1,555 000 €,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:161904323
Etage du bien
:3e
Nombre d'étages du bâtiment
:6",7,35,2,1,6,3,0,0,0,Unknown,0,0,555000,Average,0,0,0,0,7e
27m²,2 p.,1,384 000 €,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:161904325
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",7,27,2,1,6,5,1,1,0,Unknown,0,0,384000,Average,0,0,0,0,7e
86m²,5 p.,3,1 030 000 €,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:845
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:2",14,86,5,3,6,1,2,0,0,Central,0,0,1030000,Average,0,1,0,0,14e
41m²,3 p.,1,1 150 000 €,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:VA2323-SIXTIES
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",6,41,3,1,6,1,1,1,0,Individuel,0,0,1150000,Average,0,0,1,0,6e
45m²,3 p.,1,530 000 €,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:VA3016-PARISIAN
Chauffage
:électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien",9,45,3,1,5,3,0,1,0,électrique,0,0,530000,Average,0,0,0,0,9e
53m²,2 p.,1,536 000 €,Paris 12 (75012)|Bel-Air - Sud,"Ref de l'annonce
:31826830
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",12,53,2,1,6,1,1,0,0,"Individuel, au gaz",0,0,536000,Average,0,0,1,0,12e
78m²,4 p.,3,1 530 000 €,75006,"Ref de l'annonce
:31471842
Etage du bien
:2e",6,78,4,3,0,2,0,0,0,Unknown,0,0,1530000,Average,0,0,0,0,6e
20m²,2 p.,1,755 000 €,"Paris 14 (75014)
PARIS","Ref de l'annonce
:DFG2975
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Cave
Ascenseur",14,20,2,1,0,7,0,1,Balcon,Unknown,0,0,755000,Average,0,0,0,0,14e
38m²,4 p.,2,775 000 €,"Paris 14 (75014)
PARIS","Ref de l'annonce
:DFM3185A
Etage du bien
:1er
Cave
Ascenseur",14,38,4,2,0,1,0,1,0,Unknown,0,0,775000,Average,0,0,0,0,14e
80m²,2 p.,1,309 000 €,"Paris 04 (75004)
Quartier Saint Gervais","Ref de l'annonce
:69
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:6",4,80,2,1,6,2,0,0,0,électrique,0,0,309000,Average,0,0,0,0,4e
5m²,1 p.,-1,600 000 €,"Paris 01 (75001)
Place-Vendôme","Ref de l'annonce
:3901687
Etage du bien
:2e
Nombre d'étages du bâtiment
:4",1,5,1,0,4,2,0,0,0,Unknown,0,0,600000,Average,0,0,0,0,1e
177m²,5 p.,3,1 990 000 €,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",17,177,5,3,6,0,0,0,0,Unknown,0,0,1990000,Average,1,0,0,0,17e
78m²,3 p.,1,1 395 000 €,"Paris 15 (75015)
Necker","Ref de l'annonce
:3901761
Chauffage
:Central, au gaz
Etage du bien
:5e
Ascenseur
Nombre de salle de bain
:1",15,78,3,1,0,5,1,0,0,"Central, au gaz",0,0,1395000,Average,0,1,0,0,15e
175m²,5 p.,4,3 790 000 €,"Paris 08 (75008)
Paris VIIIe","Ref de l'annonce
:808095
Chauffage
:Central, au gaz
Etage du bien
:2e
Cave
Ascenseur
Sécurité
:Gardien",8,175,5,4,0,2,0,1,0,"Central, au gaz",0,0,3790000,Average,0,1,0,0,8e
77m²,3 p.,2,965 000 €,"Paris 16 (75016)
Paris","Ref de l'annonce
:4134853
Chauffage
:Individuel, électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,77,3,2,6,3,1,1,0,"Individuel, électrique",0,0,965000,Average,0,0,1,0,16e
