Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual
317m²,8 p.,4 p.,8 060 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:NF52-6169
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:3",75016,317,7,4e,3,1,Balcon,Unknown,0,0,0,0
19m²,1 p.,0 p.,280 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:NF52-6529
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:1",75015,19,7,5e,1,0,0,Central,0,0,1,0
181m²,6 p.,3 p.,2 995 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:NF52-5483
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,181,6,3e,1,1,0,Individuel,0,0,0,1
42m²,2 p.,0 p.,478 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:GB00112868
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Ascenseur",75018,42,7,4e,0,0,0,Unknown,0,0,0,0
82m²,3 p.,1 p.,1 024 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:GB00110297
Etage du bien
:3e
Nombre d'étages du bâtiment
:2
Cave
Nombre de salle de bain
:1",75018,82,2,3e,1,1,0,Unknown,0,0,0,0
18m²,1 p.,0 p.,224 700 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:203
Nombre d'étages du bâtiment
:1
Cave",75015,18,1,1er,0,1,0,Unknown,0,0,0,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
27m²,1 p.,0 p.,425 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:993
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Meublé",75006,27,5,2e,0,0,0,Unknown,0,0,0,0
97m²,5 p.,3 p.,1 261 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:1008
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Cave
Ascenseur
Nombre de salle de bain
:1",75005,97,5,3e,1,1,Balcon,Unknown,0,1,0,0
23m²,1 p.,0 p.,330 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A2112-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Accès handicapé",75020,23,5,1er,0,0,Balcon,Central,1,0,1,0
63m²,3 p.,2 p.,816 400 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:146-75-371-PRESTIGE8
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,63,10,7e,1,0,Balcon,Central,1,0,1,0
64m²,3 p.,2 p.,700 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A3133-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,64,5,1er,1,1,Balcon,Central,1,0,1,0
101m²,3 p.,2 p.,1 790 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:147-75-C003-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75015,101,4,1er,1,1,Terrasse,Central,1,0,1,0
41m²,2 p.,1 p.,505 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A2322-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé",75020,41,5,2e,0,1,Balcon,Central,1,0,1,0
109m²,4 p.,3 p.,1 970 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:147-75-C001-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75015,109,4,1er,1,1,Terrasse,Central,1,0,1,0
76m²,4 p.,3 p.,966 100 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-242-PRESTIGE8
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,76,10,4e,1,0,Balcon,Central,1,0,1,0
101m²,5 p.,4 p.,1 090 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A1451-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,101,5,4e,1,1,"Terrasse, balcon",Central,1,0,1,0
99m²,5 p.,4 p.,1 110 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A3351-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,99,5,5e,1,1,"Terrasse, balcon",Central,1,0,1,0
86m²,4 p.,3 p.,1 045 700 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-164-PRESTIGE8
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,86,10,6e,1,0,Balcon,Central,1,0,1,0
61m²,3 p.,2 p.,774 600 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:146-75-221-PRESTIGE8
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,61,10,2e,1,0,Balcon,Central,1,0,1,0
80m²,3 p.,2 p.,1 460 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:147-75-B201-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75015,80,6,3e,1,0,Balcon,Central,1,0,1,0
96m²,5 p.,4 p.,1 140 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:146-75-A3353-PRESTIG
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,96,5,3e,1,1,"Terrasse, balcon",Central,1,0,1,0
25m²,1 p.,0 p.,292 000 ,"Paris 14 (75014)
Parc Montsouris","Ref de l'annonce
:31961557
Etage du bien
:1er
Nombre d'étages du bâtiment
:2",75014,25,2,1er,0,0,0,Unknown,0,0,0,0
61m²,3 p.,2 p.,680 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:30846316
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Ascenseur",75012,61,7,5e,0,0,Balcon,Unknown,0,0,0,0
42m²,2 p.,1 p.,549 000 ,"Paris 04 (75004)
Marais","Ref de l'annonce
:1721
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75004,42,6,6e,0,0,0,Unknown,0,0,0,0
44m²,2 p.,2 p.,429 000 ,Paris 19 (75019)|Bassin de la Villette,"Ref de l'annonce
:133334PR-1462364798
Chauffage
:Au gaz
Etage du bien
:1er
Nombre de salle de bain
:1",75019,44,6,1er,1,0,0,Au gaz,0,0,0,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
37m²,2 p.,1 p.,498 000 ,"Paris 04 (75004)
Paris 4ème","Ref de l'annonce
:W-02JGQT
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",75004,37,5,1er,1,0,0,Unknown,0,0,0,0
76m²,3 p.,2 p.,805 000 ,"Paris 14 (75014)
Didot","Ref de l'annonce
:162122409
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Cave
Ascenseur
Accès handicapé",75014,76,5,5e,0,1,Balcon,Central,0,1,1,0
7m²,1 p.,0 p.,90 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:2803
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75002,7,6,6e,0,0,0,Individuel,0,0,0,1
12m²,1 p.,0 p.,169 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:12101
Etage du bien
:6e
Nombre d'étages du bâtiment
:6",75008,12,6,6e,0,0,0,Unknown,0,0,0,0
33m²,2 p.,1 p.,364 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1925
Etage du bien
:2e
Cave",75018,33,5,2e,0,1,0,Unknown,0,0,0,0
75m²,3 p.,2 p.,820 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:162121297
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Nombre de salle de bain
:1",75016,75,8,3e,1,0,0,Central,0,0,1,0
24m²,1 p.,0 p.,360 000 ,"Paris 11 (75011)
PARIS","Ref de l'annonce
:811526
Chauffage
:Central, au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien",75011,24,8,6e,0,1,Balcon,"Central, au gaz",0,1,1,0
65m²,4 p.,1 p.,778 200 ,"Paris 10 (75010)
Fbg St Denis","Ref de l'annonce
:55
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien",75010,65,6,3e,0,1,0,Unknown,0,0,0,0
41m²,2 p.,1 p.,435 000 ,"Paris 12 (75012)
PARIS","Ref de l'annonce
:811288
Chauffage
:Individuel, au gaz
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave",75012,41,6,3e,0,1,0,"Individuel, au gaz",0,0,0,1
79m²,4 p.,2 p.,930 000 ,"Paris 12 (75012)
Quinze-vingts","Ref de l'annonce
:FA1-111
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",75012,79,6,1er,0,1,0,Individuel,0,0,0,1
94m²,3 p.,2 p.,1 575 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:VA1924-MBIMMOCONSEIL
Rénové
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien",75016,94,5,4e,0,1,0,Unknown,1,0,0,0
78m²,3 p.,1 p.,1 166 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:878402799
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75008,78,8,3e,1,1,Balcon,Central,0,0,1,0
14m²,1 p.,0 p.,236 500 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:162112197
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",75005,14,5,1er,1,0,0,Unknown,0,0,0,0
55m²,3 p.,1 p.,740 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:1214
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75008,55,6,3e,0,1,0,Unknown,0,0,0,0
60m²,3 p.,2 p.,675 000 ,"Paris 15 (75015)
Javel","Ref de l'annonce
:4035774
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Ascenseur",75015,60,2,2e,0,0,Balcon,Unknown,0,0,0,0
52m²,2 p.,1 p.,673 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:161541121
Chauffage
:Au gaz
Etage du bien
:1er
Ascenseur
Sécurité
:Gardien",75005,52,5,1er,0,0,0,Au gaz,0,0,0,0
44m²,2 p.,1 p.,483 600 ,"Paris 12 (75012)
Paris","Ref de l'annonce
:0410853
Chauffage
:Individuel, électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave",75012,44,5,4e,0,1,0,"Individuel, électrique",0,0,0,1
38m²,2 p.,1 p.,403 000 ,"Paris 19 (75019)
Secrétant-Simon Bolivar","Ref de l'annonce
:112_JUN
Rénové
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:5
Ascenseur",75019,38,5,1er,0,0,Terrasse,Unknown,1,0,0,0
154m²,6 p.,4 p.,3 250 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:118_JUN
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Ascenseur
Nombre de salle de bain
:1",75016,154,6,5e,1,0,"Terrasse, balcon",Unknown,0,0,0,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
112m²,5 p.,3 p.,1 960 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:134_JUN
Terrasse/Balcon
:Balcon
Etage du bien
:5e",75016,112,6,5e,0,0,Balcon,Unknown,0,0,0,0
45m²,2 p.,1 p.,483 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:110_JUN
Chauffage
:Central
Etage du bien
:7e
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,45,5,7e,1,0,0,Central,0,0,1,0
45m²,2 p.,1 p.,540 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:113_JUN
Terrasse/Balcon
:Terrasse
Nombre de salle de bain
:1",75013,45,6,1er,1,0,Terrasse,Unknown,0,0,0,0
23m²,1 p.,0 p.,395 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:129_JUN
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Ascenseur",75016,23,4,2e,0,0,0,Unknown,0,0,0,0
44m²,2 p.,1 p.,725 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:123_JUN
Etage du bien
:2e
Ascenseur",75016,44,6,2e,0,0,0,Unknown,0,0,0,0
74m²,4 p.,3 p.,615 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:125_JUN
Etage du bien
:2e
Ascenseur
Nombre de salle de bain
:1",75018,74,5,2e,1,0,0,Unknown,0,0,0,0
41m²,2 p.,1 p.,535 000 ,2 rue dumeril 75013 Paris 13e,"Ref de l'annonce
:181485
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",75013,41,6,5e,0,1,0,Unknown,0,0,0,0
106m²,5 p.,0 p.,1 290 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:162109813
Etage du bien
:1er
Ascenseur",75012,106,5,1er,0,0,0,Unknown,0,0,0,0
57m²,3 p.,1 p.,750 000 ,"Paris 17 (75017)
Ternes, Courcelles","Ref de l'annonce
:1527CLP
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,57,6,3e,1,1,0,Unknown,0,0,0,0
68m²,3 p.,2 p.,564 300 ,Paris 20 (75020)|Gambetta,"Ref de l'annonce
:340937843168
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Cave
Ascenseur
Nombre de salle de bain
:1",75020,68,5,2e,1,1,Balcon,Au gaz,0,0,0,0
20m²,1 p.,0 p.,276 500 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:818
Etage du bien
:8e
Nombre d'étages du bâtiment
:8
Sécurité
:Gardien",75016,20,8,8e,0,0,0,Unknown,0,0,0,0
50m²,2 p.,1 p.,740 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:5640
Chauffage
:Au gaz
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75012,50,7,7e,0,1,"Terrasse, balcon",Au gaz,0,0,0,0
141m²,5 p.,4 p.,1 545 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:935
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur",75010,141,5,1er,0,0,0,Unknown,0,0,0,0
44m²,2 p.,1 p.,499 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:942
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75012,44,8,6e,1,1,Balcon,Au gaz,0,1,0,0
44m²,2 p.,1 p.,499 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:940
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75011,44,8,6e,1,1,Balcon,Central,0,1,1,0
71m²,4 p.,3 p.,897 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:894
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75011,71,8,7e,0,1,Balcon,Au gaz,0,0,0,0
48m²,2 p.,1 p.,510 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:931
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Nombre de salle de bain
:1",75011,48,10,4e,1,1,0,Central,0,0,1,0
13m²,1 p.,0 p.,164 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1428
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur",75015,13,7,7e,0,0,0,Unknown,0,0,0,0
209m²,8 p.,4 p.,2 290 000 ,Paris 18 (75018)|Jules Joffrin,"Ref de l'annonce
:202420RE6
Chauffage
:Individuel
Jardin
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:2",75018,209,3,1er,2,0,0,Individuel,0,0,0,1
136m²,5 p.,3 p.,1 195 000 ,"Paris 10 (75010)
PARIS","Ref de l'annonce
:2152
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6",75010,136,6,2e,0,0,0,"Individuel, au gaz",0,0,0,1
40m²,2 p.,1 p.,555 000 ,"Paris 11 (75011)
PARIS 11EME ARRONDISSEMENT","Ref de l'annonce
:7500881845
Chauffage
:électrique
Etage du bien
:2e
Nombre d'étages du bâtiment
:5",75011,40,5,2e,0,0,0,électrique,0,0,0,0
48m²,2 p.,1 p.,475 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:AA04
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75020,48,9,5e,1,1,Balcon,Au gaz,0,1,0,0
58m²,2 p.,1 p.,587 000 ,"Paris 13 (75013)
Bnf","Ref de l'annonce
:1304
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:10
Ascenseur
Nombre de salle de bain
:1",75013,58,10,1er,1,0,"Terrasse, balcon",Unknown,0,0,0,0
155m²,5 p.,4 p.,4 500 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:167
Parking
Terrasse/Balcon
:Terrasse
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75014,155,5,5e,1,0,Terrasse,Unknown,0,1,0,0
101m²,3 p.,2 p.,1 790 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:165
Terrasse/Balcon
:Balcon
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75015,101,6,1er,1,1,Balcon,Unknown,0,0,0,0
109m²,4 p.,3 p.,2 010 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:166
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75015,109,6,1er,1,1,Balcon,Unknown,0,0,0,0
35m²,2 p.,1 p.,447 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:847
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75011,35,5,5e,0,0,0,Unknown,0,0,0,0
43m²,1 p.,0 p.,509 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:848
Etage du bien
:5e
Nombre d'étages du bâtiment
:5",75011,43,5,5e,0,0,0,Unknown,0,0,0,0
71m²,4 p.,3 p.,740 000 ,"Paris 13 (75013)
Glacière","Ref de l'annonce
:344
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75013,71,6,3e,1,1,Balcon,Central,0,0,1,0
125m²,5 p.,3 p.,1 200 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:Ganneron
Rénové
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:5
Cave
Ascenseur",75018,125,5,1er,0,1,Terrasse,Individuel,1,0,0,1
63m²,3 p.,2 p.,672 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:8396
Chauffage
:Central
Etage du bien
:2e
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75015,63,6,2e,1,1,0,Central,0,0,1,0
39m²,2 p.,1 p.,446 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:5470
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Meublé
Cave
Ascenseur",75011,39,6,1er,0,1,0,Unknown,0,0,0,0
61m²,3 p.,1 p.,795 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:1007
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Cave
Ascenseur
Nombre de salle de bain
:1",75005,61,5,2e,1,1,Balcon,Unknown,0,0,0,0
126m²,5 p.,4 p.,1 575 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:143-75-D271-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75018,126,8,7e,1,0,Balcon,Central,1,0,1,0
132m²,5 p.,4 p.,2 510 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-A3094-PRESTIG
Rénové
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:9e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,132,10,9e,1,1,"Terrasse, balcon",Unknown,1,0,0,0
155m²,5 p.,4 p.,4 375 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:143-75-C241-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75014,155,5,4e,1,1,"Terrasse, balcon",Central,1,0,1,0
177m²,5 p.,3 p.,1 990 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:202444RD2
Nombre d'étages du bâtiment
:6
Ascenseur",75017,177,6,1er,0,0,0,Unknown,0,0,0,0
124m²,4 p.,3 p.,2 320 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-A2083-PRESTIG
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:8e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,124,10,8e,1,0,Terrasse,Unknown,1,0,0,0
140m²,5 p.,4 p.,1 825 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:143-75-D372-PRESTIGE
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75018,140,8,7e,1,0,Balcon,Central,1,0,1,0
52m²,2 p.,1 p.,668 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-A3051-PRESTIG
Rénové
Etage du bien
:5e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé",75013,52,10,5e,0,0,0,Unknown,1,0,0,0
126m²,5 p.,4 p.,1 996 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-A3052-PRESTIG
Rénové
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,126,10,5e,1,0,"Terrasse, balcon",Unknown,1,0,0,0
96m²,5 p.,4 p.,1 365 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:143-75-D001-PRESTIGE
Rénové
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:2
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75018,96,2,1er,1,0,Terrasse,Individuel,1,0,0,1
83m²,3 p.,2 p.,1 185 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:143-75-A4024-PRESTIG
Rénové
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,83,10,2e,1,0,Balcon,Unknown,1,0,0,0
28m²,2 p.,1 p.,258 000 ,"Paris 18 (75018)|Simplon - Poissonniers, Jules J...","Ref de l'annonce
:2959
Chauffage
:Individuel, électrique
Etage du bien
:4e
Nombre d'étages du bâtiment
:6",75018,28,6,4e,0,0,0,"Individuel, électrique",0,0,0,1
12m²,1 p.,0 p.,136 000 ,"Paris 18 (75018)
Lamarck-Caulaincourt","Ref de l'annonce
:31938030
Nombre d'étages du bâtiment
:4",75018,12,4,1er,0,0,0,Unknown,0,0,0,0
38m²,2 p.,1 p.,426 690 ,"Paris 14 (75014)
Alesia","Ref de l'annonce
:couche1er
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",75014,38,4,1er,0,0,0,Unknown,0,0,0,0
