Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,nb_bat,nb_good,nb_bain,Cave,balc_terr,Chauffage,Rénové,Parking,Chauffage_Central,Chauffage_Individuel
160m²,6 p.,4 p.,2 080 000 ,"Paris 09 (75009)
Faubourg-Montmartre","Ref de l'annonce
:LA2-794
Chauffage
:Individuel
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75009,160,6,5e,0,1,Balcon,Individuel,0,0,0,1
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",75019,33,14,1er,1,0,0,Unknown,0,1,0,0
34m²,1 p.,0 p.,520 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FAIRDUT520
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,34,8,4e,1,0,0,Central,0,0,1,0
31m²,1 p.,0 p.,446 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FAIRDUT446
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,31,8,4e,1,0,0,Central,0,0,1,0
80m²,3 p.,2 p.,1 090 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FAIRDUT1090
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,80,8,2e,1,0,0,Central,0,0,1,0
130m²,5 p.,4 p.,1 820 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FAIRDUT1820
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,130,8,4e,1,0,0,Central,0,0,1,0
110m²,4 p.,3 p.,1 320 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FAIRDUT1320
Chauffage
:Central
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75013,110,8,7e,1,0,0,Central,0,0,1,0
40m²,2 p.,1 p.,499 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:6031
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75015,40,6,2e,0,1,Balcon,Unknown,0,0,0,0
43m²,2 p.,1 p.,546 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3779600
Chauffage
:électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:4",75016,43,4,1er,0,0,0,électrique,0,0,0,0
80m²,4 p.,3 p.,490 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:11006_YB
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75018,80,5,1er,1,0,Balcon,Unknown,0,1,0,0
8m²,1 p.,0 p.,86 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:LKM21210
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Meublé
Sécurité
:Gardien",75017,8,7,7e,0,0,0,Unknown,0,0,0,0
59m²,3 p.,2 p.,540 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:432-VENDRE
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75013,59,6,1er,1,1,0,Central,0,0,1,0
68m²,3 p.,2 p.,418 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:10790_YB
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:1",75018,68,5,1er,1,0,"Terrasse, balcon",Unknown,0,1,0,0
75m²,3 p.,2 p.,1 575 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:1340
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",75016,75,6,2e,1,0,0,"Individuel, au gaz",0,0,0,1
271m²,7 p.,3 p.,6 300 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:16
Rénové
Chauffage
:Au gaz
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75016,271,3,2e,1,1,"Terrasse, balcon",Au gaz,1,1,0,0
245m²,7 p.,4 p.,5 950 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:NF52-915
Chauffage
:Individuel
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Meublé
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75016,245,8,2e,2,1,Balcon,Individuel,0,1,0,1
206m²,7 p.,4 p.,3 500 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:TOUR EIFFEL
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75007,206,6,4e,2,1,Balcon,Au gaz,0,0,0,0
32m²,1 p.,0 p.,450 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:DS269
Etage du bien
:2e
Nombre d'étages du bâtiment
:5
Cave",75006,32,5,2e,0,1,0,Unknown,0,0,0,0
54m²,3 p.,2 p.,840 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:160948377
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Meublé
Cave
Ascenseur
Nombre de salle de bain
:1",75002,54,6,5e,1,1,Balcon,électrique,0,0,0,0
51m²,3 p.,1 p.,765 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:SM 3762
Etage du bien
:1er
Nombre d'étages du bâtiment
:3
Cave",75007,51,3,1er,0,1,0,Unknown,0,0,0,0
36m²,2 p.,1 p.,416 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:3754 - 1
Chauffage
:Au gaz
Parking
Etage du bien
:8e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75010,36,9,8e,1,1,0,Au gaz,0,1,0,0
47m²,2 p.,1 p.,475 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1999
Etage du bien
:1er
Nombre d'étages du bâtiment
:3
Cave",75018,47,3,1er,0,1,0,Unknown,0,0,0,0
65m²,2 p.,1 p.,699 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:1194A
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Nombre de salle de bain
:1",75010,65,4,2e,1,0,0,Unknown,0,0,0,0
30m²,1 p.,0 p.,498 750 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:SM 3760
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",75007,30,6,6e,0,0,Balcon,Unknown,0,0,0,0
125m²,5 p.,3 p.,1 670 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:24
Chauffage
:Central
Parking
Etage du bien
:2e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75016,125,7,2e,1,1,0,Central,0,1,1,0
70m²,4 p.,2 p.,649 950 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:160503627
Rénové
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75014,70,5,4e,1,1,Balcon,Au gaz,1,0,0,0
75m²,3 p.,2 p.,1 050 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:10013319
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75001,75,5,3e,1,1,0,Unknown,0,0,0,0
84m²,4 p.,2 p.,1 220 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:NIEL
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75017,84,6,4e,1,1,0,Unknown,0,0,0,0
70m²,4 p.,2 p.,649 950 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:3441822
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75015,70,5,4e,1,1,0,Central,0,1,1,0
70m²,4 p.,2 p.,665 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:159556863
Rénové
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Nombre de salle de bain
:1",75015,70,5,4e,1,1,Balcon,Unknown,1,1,0,0
36m²,2 p.,1 p.,448 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:401
Chauffage
:Au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,36,8,4e,1,0,0,Au gaz,0,0,0,0
103m²,3 p.,2 p.,1 490 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:PASSY
Rénové
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,103,7,1er,1,1,0,Unknown,1,0,0,0
89m²,3 p.,2 p.,1 095 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:23
Chauffage
:Central
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,89,8,3e,1,1,"Terrasse, balcon",Central,0,0,1,0
103m²,4 p.,3 p.,1 950 000 ,"Paris 01 (75001)
Paris 1er","Ref de l'annonce
:10013294
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",75001,103,6,3e,2,1,0,Unknown,0,0,0,0
51m²,2 p.,1 p.,780 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:ternes
Rénové
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75017,51,6,6e,1,1,Balcon,Unknown,1,0,0,0
96m²,4 p.,2 p.,950 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2784
Chauffage
:Central
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",75018,96,4,1er,1,1,0,Central,0,1,1,0
19m²,1 p.,0 p.,345 000 ,"Paris 07 (75007)
Tour Eiffel","Ref de l'annonce
:WM2-291
Chauffage
:Individuel
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Nombre de salle de bain
:1",75007,19,4,2e,1,1,0,Individuel,0,0,0,1
70m²,3 p.,2 p.,650 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:160526447
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",75018,70,6,2e,1,1,0,Unknown,0,0,0,0
48m²,2 p.,1 p.,420 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2783
Chauffage
:Central
Parking
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,48,6,4e,1,1,0,Central,0,1,1,0
31m²,1 p.,0 p.,393 700 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:201
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien",75017,31,8,2e,0,0,0,Au gaz,0,0,0,0
51m²,1 p.,0 p.,693 220 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:706
Chauffage
:Au gaz
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75017,51,8,7e,1,0,0,Au gaz,0,0,0,0
137m²,4 p.,2 p.,1 335 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:728V27A
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75016,137,8,6e,1,1,Balcon,Central,0,0,1,0
42m²,2 p.,1 p.,538 000 ,"Paris 10 (75010)
Paris 10ème","Ref de l'annonce
:159916965
Chauffage
:électrique
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien",75010,42,7,6e,0,1,Balcon,électrique,0,0,0,0
130m²,3 p.,2 p.,2 090 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:148697701
Rénové
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:2",75008,130,6,3e,2,0,0,Individuel,1,0,0,1
40m²,2 p.,1 p.,649 000 ,"Paris 17 (75017)
Batignolles","Ref de l'annonce
:287
Terrasse/Balcon
:Terrasse
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",75017,40,7,6e,0,1,Terrasse,Unknown,0,0,0,0
87m²,3 p.,1 p.,1 670 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:152874269
Rénové
Chauffage
:Central
Etage du bien
:2e
Nombre d'étages du bâtiment
:4
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75007,87,4,2e,1,1,0,Central,1,0,1,0
70m²,2 p.,1 p.,1 365 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:151447295
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,70,7,4e,1,1,Balcon,Unknown,0,0,0,0
54m²,2 p.,1 p.,950 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:Champs Elysées 3
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:1
Cave",75008,54,1,1er,0,1,Terrasse,"Individuel, au gaz",0,0,0,1
31m²,2 p.,1 p.,364 000 ,"Paris 15 (75015)
Georges Brassens","Ref de l'annonce
:31509896
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave",75015,31,5,4e,0,1,0,Unknown,0,0,0,0
35m²,1 p.,0 p.,370 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:188
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,35,5,3e,1,1,0,Unknown,0,0,0,0
134m²,4 p.,3 p.,2 470 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:FH T4LUXEPARIS13
Terrasse/Balcon
:Terrasse
Etage du bien
:10e
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé",75013,134,10,10e,0,0,Terrasse,Unknown,0,0,0,0
34m²,1 p.,1 p.,385 000 ,"Paris 18 (75018)
Paris","Ref de l'annonce
:10484
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Nombre de salle de bain
:1",75018,34,11,1er,1,1,Balcon,Au gaz,0,0,0,0
156m²,5 p.,4 p.,4 475 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:FH T5DUPLEXLUXE
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé",75014,156,5,4e,0,1,"Terrasse, balcon",Unknown,0,1,0,0
213m²,6 p.,4 p.,2 900 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:2574996
Chauffage
:Au gaz
Parking
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Nombre de salle de bain
:2",75016,213,7,3e,2,1,0,Au gaz,0,1,0,0
63m²,3 p.,2 p.,787 500 ,"Paris 15 (75015)
Saint-Lambert","Ref de l'annonce
:BQT/EB/9337/V
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75015,63,6,2e,1,1,0,"Individuel, au gaz",0,0,0,1
28m²,2 p.,1 p.,275 600 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:2806
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Ascenseur",75002,28,7,5e,0,0,0,Individuel,0,0,0,1
64m²,3 p.,2 p.,700 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:SCT3PARIS20
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,64,5,1er,1,1,Balcon,Central,0,0,1,0
101m²,5 p.,4 p.,1 090 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:SCT5PARIS20
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,101,4,4e,1,1,Terrasse,Central,0,0,1,0
32m²,1 p.,0 p.,455 000 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:SCT1PARIS14
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",75014,32,6,4e,0,1,0,Individuel,0,0,0,1
64m²,3 p.,2 p.,756 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT3PARIS12
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75012,64,8,6e,1,0,Balcon,Central,0,0,1,0
48m²,2 p.,1 p.,641 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT2bisPARIS12
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:8e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Accès handicapé",75012,48,8,8e,0,1,Terrasse,Central,0,0,1,0
30m²,1 p.,0 p.,391 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:SCT1PARIS12
Chauffage
:Central
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé",75012,30,8,7e,0,0,0,Central,0,0,1,0
24m²,1 p.,0 p.,308 000 ,"Paris 07 (75007)
Gros Caillou | Rue Cler","Ref de l'annonce
:WM2-307
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave",75007,24,6,2e,0,1,0,Unknown,0,0,0,0
110m²,5 p.,2 p.,1 400 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/MH/9008/V
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,110,9,3e,1,1,0,Central,0,0,1,0
84m²,5 p.,2 p.,1 400 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:MON/MH/8998/V
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,84,9,3e,1,1,0,Central,0,0,1,0
76m²,4 p.,3 p.,840 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:1206
Chauffage
:Central
Parking
Etage du bien
:15e
Nombre d'étages du bâtiment
:26
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75013,76,26,15e,1,1,0,Central,0,1,1,0
36m²,2 p.,2 p.,769 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:3394
Chauffage
:Central
Parking
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75020,36,8,5e,1,1,0,Central,0,1,1,0
42m²,2 p.,1 p.,522 500 ,"Paris 13 (75013)
Gare","Ref de l'annonce
:SCT2bisPARIS13
Terrasse/Balcon
:Balcon
Etage du bien
:1er
Nombre d'étages du bâtiment
:10
Ascenseur
Accès handicapé",75013,42,10,1er,0,0,Balcon,Unknown,0,0,0,0
38m²,1 p.,0 p.,575 000 ,"Paris 14 (75014)
Montparnasse","Ref de l'annonce
:4187144
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",75014,38,12,2e,1,1,0,Au gaz,0,0,0,0
84m²,5 p.,3 p.,1 170 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:1202
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75009,84,6,1er,1,1,0,Individuel,0,0,0,1
40m²,2 p.,1 p.,420 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1203
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75018,40,7,3e,1,1,Balcon,Unknown,0,0,0,0
89m²,4 p.,2 p.,1 050 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:4198321
Rénové
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75011,89,6,2e,1,0,Balcon,Central,1,0,1,0
32m²,2 p.,1 p.,350 000 ,"Paris 15 (75015)
Porte de Versailles","Ref de l'annonce
:816547
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien",75015,32,7,1er,0,0,0,Central,0,0,1,0
9m²,1 p.,0 p.,110 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:833
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Sécurité
:Gardien",75011,9,8,7e,0,0,0,Unknown,0,0,0,0
217m²,8 p.,4 p.,3 400 000 ,"Paris 07 (75007)
Paris 7ème","Ref de l'annonce
:W-02ISA3
Chauffage
:Individuel
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:7
Nombre de salle de bain
:2",75007,217,7,6e,2,0,"Terrasse, balcon",Individuel,0,0,0,1
39m²,2 p.,1 p.,499 200 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:6347
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",75009,39,6,5e,1,1,0,Unknown,0,0,0,0
61m²,3 p.,2 p.,690 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:2020-63-FM
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",75020,61,8,7e,1,0,Terrasse,Central,0,0,1,0
30m²,1 p.,0 p.,375 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:LKM19221
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,30,10,7e,1,1,Balcon,Au gaz,0,0,0,0
69m²,3 p.,2 p.,579 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:JW4087
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",75020,69,4,1er,1,1,0,Unknown,0,0,0,0
102m²,3 p.,2 p.,1 680 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:331
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",75017,102,8,5e,1,1,0,Central,0,0,1,0
185m²,6 p.,5 p.,2 798 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:W-02JKMD
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Ascenseur
Nombre de salle de bain
:2",75008,185,5,1er,2,0,0,Unknown,0,0,0,0
25m²,1 p.,0 p.,325 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:3392
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Ascenseur",75003,25,6,2e,0,0,Terrasse,Central,0,0,1,0
106m²,6 p.,3 p.,1 549 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/JB/9289/V
Etage du bien
:7e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,106,8,7e,1,1,0,Unknown,0,0,0,0
92m²,4 p.,2 p.,1 770 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:MON/MH/9314/V
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75016,92,6,5e,1,1,Balcon,"Individuel, au gaz",0,0,0,1
145m²,5 p.,3 p.,1 865 000 ,"Paris 08 (75008)
Paris 8ème","Ref de l'annonce
:MON/JB/8124/V
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75008,145,7,1er,1,1,0,Unknown,0,0,0,0
28m²,2 p.,1 p.,478 000 ,"Paris 06 (75006)
Paris","Ref de l'annonce
:3_SMVAP30004578
Etage du bien
:2e
Nombre d'étages du bâtiment
:2",75006,28,2,2e,0,0,0,Unknown,0,0,0,0
51m²,3 p.,2 p.,436 000 ,"Paris 18 (75018)
Paris","Ref de l'annonce
:1_65
Etage du bien
:1er
Nombre d'étages du bâtiment
:1
Cave",75018,51,1,1er,0,1,0,Unknown,0,0,0,0
69m²,3 p.,2 p.,1 049 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:1179B
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",75006,69,6,6e,1,1,0,Individuel,0,0,0,1
38m²,2 p.,1 p.,425 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:5684
Etage du bien
:1er
Nombre d'étages du bâtiment
:3",75012,38,3,1er,0,0,0,Unknown,0,0,0,0
