Superficie,Rooms,Bedrooms,Price,Location,description,Loc_Paris,m2,building_floor,apartment_floor,nb_bath,Cellar,balc_patio,Heating,Renovated,Parking,Heating_Central,Heating_Individual,Price_int,Last_floor
45m²,2 p.,1 p.,488 250 ,"Paris 14 (75014)
Paris 14ème","Ref de l'annonce
:GP393
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Cave",14,45,3,3,0,1,0,Unknown,0,0,0,0,13.098582848738925,1
77m²,3 p.,2 p.,983 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:4111343
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Ascenseur
Nombre de salle de bain
:1",15,77,6,1,1,0,Terrasse,Unknown,1,0,0,0,13.798364399129303,0
65m²,3 p.,2 p.,882 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:4111213
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Ascenseur
Nombre de salle de bain
:1",15,65,6,1,1,0,Terrasse,Unknown,1,0,0,0,13.68994733498893,0
50m²,2 p.,1 p.,588 000 ,"Paris 13 (75013)
Gare","Ref de l'annonce
:4111532
Rénové
Etage du bien
:3e
Nombre d'étages du bâtiment
:9",13,50,9,3,0,0,0,Unknown,1,0,0,0,13.284482226880764,0
41m²,2 p.,1 p.,505 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:4110272
Rénové
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:3e",20,41,5,3,0,0,Balcon,Unknown,1,1,0,0,13.132313708257497,0
99m²,5 p.,4 p.,1 110 000 ,"Paris 20 (75020)
Saint-Fargeau","Ref de l'annonce
:4110424
Rénové
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",20,99,5,5,1,0,"Terrasse, balcon",Unknown,1,1,0,0,13.919870573288517,1
62m²,3 p.,2 p.,661 500 ,Paris 11 (75011)|Nation - Alexandre Dumas,"Ref de l'annonce
:3021
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",11,62,6,4,0,1,0,"Individuel, au gaz",0,0,0,1,13.402265262537147,0
87m²,4 p.,3 p.,1 260 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:8282
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",15,87,6,1,0,1,Terrasse,Central,0,0,1,0,14.04662227892766,0
11m²,1 p.,0 p.,168 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:202
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Ascenseur",17,11,6,5,0,0,0,Central,0,0,1,0,12.031719258385396,0
57m²,3 p.,2 p.,760 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:5547
Chauffage
:Individuel
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",11,57,6,4,1,1,0,Individuel,0,0,0,1,13.541073712262515,0
47m²,2 p.,1 p.,550 000 ,"Paris 15 (75015)
Convention","Ref de l'annonce
:31588894
Chauffage
:Central
Etage du bien
:4e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,47,7,4,1,1,0,Central,0,0,1,0,13.217673557208654,0
55m²,3 p.,1 p.,580 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:31613449
Etage du bien
:5e
Nombre de salle de bain
:1",17,55,6,5,1,0,0,Unknown,0,0,0,0,13.270783382522602,0
39m²,3 p.,2 p.,445 000 ,"Paris 20 (75020)
PARIS 20EME ARRONDISSEMENT","Ref de l'annonce
:340939942702",20,39,5,1,0,0,0,Unknown,0,0,0,0,13.005829561148378,0
80m²,4 p.,3 p.,625 000 ,"Paris 19 (75019)
PARIS","Ref de l'annonce
:803089
Chauffage
:Central
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:4e
Nombre d'étages du bâtiment
:11
Cave
Ascenseur",19,80,11,4,0,1,Balcon,Central,0,1,1,0,13.345506928718539,0
44m²,3 p.,1 p.,535 000 ,Paris 15 (75015)|Dupleix - Motte Picquet,"Ref de l'annonce
:4882i
Etage du bien
:5e
Nombre d'étages du bâtiment
:7
Cave",15,44,7,5,0,1,0,Unknown,0,0,0,0,13.190022025878143,0
26m²,2 p.,1 p.,365 000 ,"Paris 05 (75005)
PARIS 5EME ARR.","Ref de l'annonce
:107
Chauffage
:Individuel, électrique
Etage du bien
:4e
Cave
Ascenseur
Nombre de salle de bain
:1",5,26,5,4,1,1,0,"Individuel, électrique",0,0,0,1,12.80765263256463,0
76m²,3 p.,1 p.,1 590 000 ,"Paris 07 (75007)|Invalides, Champ de Mars","Ref de l'annonce
:3975769
Chauffage
:Central
Terrasse/Balcon
:Terrasse
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",7,76,7,7,1,0,Terrasse,Central,0,0,1,0,14.279244574196415,1
53m²,2 p.,1 p.,1 530 000 ,"Paris 06 (75006)
Saint-Sulpice","Ref de l'annonce
:1396MNP
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Nombre de salle de bain
:1",6,53,3,3,1,0,0,Unknown,0,0,0,0,14.240778293368619,1
68m²,3 p.,2 p.,1 990 000 ,"Paris 06 (75006)
Saint-Sulpice","Ref de l'annonce
:1397MNP
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",6,68,3,3,1,1,0,Unknown,0,0,0,0,14.503645196700676,1
48m²,3 p.,2 p.,490 000 ,Paris 17 (75017)|Champerret - Berthier,"Ref de l'annonce
:DFG2955
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Cave
Ascenseur",17,48,6,2,0,1,Balcon,Unknown,0,0,0,0,13.102160670086809,0
16m²,1 p.,1 p.,262 000 ,"Paris 15 (75015)
PARIS 15","Ref de l'annonce
:216637
Chauffage
:Individuel, électrique
Nombre d'étages du bâtiment
:5
Cave",15,16,5,1,0,1,0,"Individuel, électrique",0,0,0,1,12.476099782743233,0
43m²,2 p.,1 p.,555 000 ,"Paris 05 (75005)
Paris","Ref de l'annonce
:476_659
Chauffage
:Individuel, électrique
Etage du bien
:1er
Nombre de salle de bain
:1",5,43,5,1,1,0,0,"Individuel, électrique",0,0,0,1,13.226723392728571,0
16m²,1 p.,0 p.,205 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:3174
Chauffage
:Central
Nombre de salle de bain
:1",17,16,6,1,1,0,0,Central,0,0,1,0,12.230765258120545,0
49m²,2 p.,1 p.,620 000 ,"Paris 15 (75015)
Saint Charles","Ref de l'annonce
:B-4343
Chauffage
:Individuel, électrique
Parking
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",15,49,6,2,1,1,Balcon,"Individuel, électrique",0,1,0,1,13.337474757021274,0
90m²,3 p.,1 p.,1 680 000 ,"Paris 14 (75014)
Montparnasse","Ref de l'annonce
:4117286
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Ascenseur
Nombre de salle de bain
:1",14,90,7,7,1,0,Balcon,"Individuel, au gaz",0,0,0,1,14.334304351379442,1
39m²,3 p.,2 p.,700 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:846
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:3
Cave
Nombre de salle de bain
:1",5,39,3,3,1,1,0,Individuel,0,0,0,1,13.458835614025542,1
48m²,2 p.,1 p.,380 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:RSIM811
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien",16,48,8,5,0,1,Balcon,Central,0,0,1,0,12.84792653170257,0
18m²,1 p.,0 p.,241 000 ,"Paris 18 (75018)|La Chapelle - Marx Dormoy, Port...","Ref de l'annonce
:4197-4355171-7
Chauffage
:électrique
Meublé
Cave
Nombre de salle de bain
:1",18,18,5,1,1,1,0,électrique,0,0,0,0,12.392552212472792,0
12m²,1 p.,0 p.,192 000 ,"Paris 02 (75002)
Sentier","Ref de l'annonce
:224
Etage du bien
:2e
Nombre d'étages du bâtiment
:2",2,12,2,2,0,0,0,Unknown,0,0,0,0,12.165250651009918,1
44m²,2 p.,1 p.,373 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:161487297
Chauffage
:Central
Parking
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",13,44,6,1,1,1,0,Central,0,1,1,0,12.829333698625952,0
82m²,4 p.,3 p.,949 000 ,"Paris 11 (75011)
Nation","Ref de l'annonce
:2605061
Etage du bien
:2e
Nombre d'étages du bâtiment
:12
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",11,82,12,2,1,1,0,Unknown,0,0,0,0,13.763164077592064,0
130m²,5 p.,4 p.,2 030 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:1165b
Chauffage
:Central
Parking
Terrasse/Balcon
:Terrasse, balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien
Accès handicapé
Nombre de salle de bain
:1",5,130,9,3,1,1,"Terrasse, balcon",Central,0,1,1,0,14.52354635101797,0
40m²,3 p.,1 p.,600 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:1147B
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Accès handicapé",5,40,6,6,0,1,Balcon,Unknown,0,0,0,0,13.304684934198283,1
49m²,2 p.,1 p.,642 000 ,"Paris 05 (75005)
Paris 5ème","Ref de l'annonce
:DS5624
Rénové
Chauffage
:électrique
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien",5,49,6,3,0,1,0,électrique,1,0,0,0,13.372343582672098,0
105m²,4 p.,3 p.,1 299 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:SAV764
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:2",2,105,4,1,2,0,Terrasse,Unknown,1,0,0,0,14.077105295652737,0
70m²,3 p.,1 p.,860 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:52
Chauffage
:Individuel
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien",16,70,6,3,0,1,0,Individuel,0,0,0,1,13.664687668229691,0
47m²,3 p.,0 p.,527 000 ,"Paris 20 (75020)
PARIS 20E ARRONDISSEMENT","Ref de l'annonce
:483452
Chauffage
:Central, au gaz
Etage du bien
:4e",20,47,5,4,0,0,0,"Central, au gaz",0,0,1,0,13.1749558275235,0
41m²,2 p.,1 p.,430 000 ,"Paris 15 (75015)
Cambronne","Ref de l'annonce
:NF52-6520
Chauffage
:Central
Etage du bien
:3e
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",15,41,6,3,1,0,0,Central,0,0,1,0,12.971540487669746,0
98m²,5 p.,0 p.,799 800 ,"Paris 12 (75012)
PARIS","Ref de l'annonce
:SD1-5461
Chauffage
:Central
Parking
Cave",12,98,5,2,0,1,0,Central,0,1,1,0,13.592116975394855,0
36m²,2 p.,1 p.,412 000 ,"Paris 15 (75015)
Saint Charles","Ref de l'annonce
:B-4236
Etage du bien
:1er",15,36,6,1,0,0,0,Unknown,0,0,0,0,12.928778628331663,0
54m²,3 p.,1 p.,572 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:1217
Chauffage
:Individuel
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Sécurité
:Gardien
Nombre de salle de bain
:1",18,54,6,5,1,1,0,Individuel,0,0,0,1,13.256894270361935,0
56m²,2 p.,1 p.,550 000 ,"Paris 12 (75012)
Paris","Ref de l'annonce
:0410840C
Chauffage
:Central, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:3e
Nombre d'étages du bâtiment
:5
Cave
Ascenseur",12,56,5,3,0,1,Balcon,"Central, au gaz",0,0,1,0,13.217673557208654,0
46m²,3 p.,2 p.,575 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:8291
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:11
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,46,11,6,1,1,0,Central,0,0,1,0,13.262125319779487,0
40m²,2 p.,1 p.,415 000 ,"Paris 11 (75011)
Folie-Méricourt","Ref de l'annonce
:4116633
Etage du bien
:1er",11,40,5,1,0,0,0,Unknown,0,0,0,0,12.936033799212835,0
40m²,2 p.,1 p.,399 999 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:161477887
Nombre d'étages du bâtiment
:6
Ascenseur",18,40,6,1,0,0,0,Unknown,0,0,0,0,12.899217326086994,0
46m²,2 p.,1 p.,630 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:4099017
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",9,46,6,4,1,1,0,Unknown,0,0,0,0,13.353475098367715,0
48m²,2 p.,1 p.,626 000 ,"Paris 17 (75017)
Batignolles","Ref de l'annonce
:2679109
Etage du bien
:1er
Nombre d'étages du bâtiment
:4
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",17,48,4,1,1,0,0,Unknown,0,0,0,0,13.347105650082236,0
81m²,3 p.,2 p.,1 171 500 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:8232
Etage du bien
:1er
Nombre d'étages du bâtiment
:7
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",6,81,7,1,1,1,0,Unknown,0,0,0,0,13.973795536929988,0
39m²,2 p.,1 p.,674 000 ,"Paris 06 (75006)
Paris 6ème","Ref de l'annonce
:8290
Etage du bien
:4e
Nombre d'étages du bâtiment
:4
Cave
Nombre de salle de bain
:1",6,39,4,4,1,1,0,Unknown,0,0,0,0,13.420985389894444,1
100m²,5 p.,3 p.,940 500 ,Paris 13 (75013)|Nationale - Deux Moulins,"Ref de l'annonce
:340935383300
Chauffage
:Au gaz
Terrasse/Balcon
:Terrasse
Etage du bien
:28e
Cave
Ascenseur
Nombre de salle de bain
:1",13,100,6,28,1,1,Terrasse,Au gaz,0,0,0,0,13.754166927723222,0
70m²,2 p.,1 p.,1 120 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:3889898
Chauffage
:Au gaz",17,70,6,1,0,0,0,Au gaz,0,0,0,0,13.928839243271277,0
71m²,4 p.,3 p.,609 000 ,"Paris 19 (75019)
Paris 19ème","Ref de l'annonce
:724
Chauffage
:Au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:7e
Nombre d'étages du bâtiment
:7
Cave
Ascenseur",19,71,7,7,0,1,Balcon,Au gaz,0,0,0,0,13.319573546692034,1
70m²,3 p.,2 p.,675 000 ,"Paris 18 (75018)|Simplon - Poissonniers, Jules J...","Ref de l'annonce
:3940
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",18,70,6,6,1,1,0,Individuel,0,0,0,1,13.422467969854667,1
70m²,4 p.,3 p.,675 000 ,"Paris 18 (75018)|Simplon - Poissonniers, Jules J...","Ref de l'annonce
:3947
Chauffage
:Individuel
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",18,70,6,6,1,1,0,Individuel,0,0,0,1,13.422467969854667,1
47m²,2 p.,1 p.,500 000 ,"Paris 15 (75015)
PARIS","Ref de l'annonce
:PM389
Chauffage
:Central
Parking
Etage du bien
:2e
Nombre d'étages du bâtiment
:10
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",15,47,10,2,1,1,0,Central,0,1,1,0,13.122363377404328,0
94m²,4 p.,3 p.,935 000 ,Paris 12 (75012)|Bel-Air - Sud,"Ref de l'annonce
:20733GET2
Etage du bien
:7e
Nombre d'étages du bâtiment
:9
Ascenseur",12,94,9,7,0,0,0,Unknown,0,0,0,0,13.748301808270824,0
92m²,4 p.,3 p.,800 000 ,"Paris 10 (75010)
PARIS","Ref de l'annonce
:2233
Chauffage
:Individuel, au gaz
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Ascenseur
Nombre de salle de bain
:1",10,92,6,1,1,0,0,"Individuel, au gaz",0,0,0,1,13.592367006650065,0
33m²,1 p.,0 p.,328 600 ,Paris 19 (75019)|Secrétan - Jaurès...,"Ref de l'annonce
:Grand Studio
Parking
Etage du bien
:1er
Nombre d'étages du bâtiment
:14
Ascenseur
Nombre de salle de bain
:1",19,33,14,1,1,0,0,Unknown,0,1,0,0,12.702596484585305,0
26m²,2 p.,1 p.,305 000 ,"Paris 17 (75017)
Métro Place de Clichy, Métro Rome","Ref de l'annonce
:6
Etage du bien
:2e
Nombre d'étages du bâtiment
:3
Cave",17,26,3,2,0,1,0,Unknown,0,0,0,0,12.628067055589549,0
65m²,3 p.,1 p.,875 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:Echange 032
Rénové
Terrasse/Balcon
:Terrasse
Etage du bien
:5e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",11,65,6,5,1,1,Terrasse,Unknown,1,0,0,0,13.681979165339751,0
40m²,2 p.,1 p.,420 000 ,"Paris 11 (75011)
République","Ref de l'annonce
:WY1-1692
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",11,40,6,2,1,0,0,Unknown,0,0,0,0,12.948009990259552,0
59m²,3 p.,2 p.,625 000 ,"Paris 20 (75020)
Paris 20ème","Ref de l'annonce
:160040893
Etage du bien
:2e
Cave
Nombre de salle de bain
:1",20,59,5,2,1,1,0,Unknown,0,0,0,0,13.345506928718539,0
163m²,5 p.,3 p.,1 950 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:3286048
Chauffage
:Individuel, au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Nombre de salle de bain
:1",16,163,6,2,1,1,0,"Individuel, au gaz",0,0,0,1,14.48333993053993,0
84m²,3 p.,2 p.,1 050 000 ,"Paris 09 (75009)
Paris 9ème","Ref de l'annonce
:3702958
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",9,84,6,1,1,1,0,Unknown,0,0,0,0,13.864300722133706,0
50m²,3 p.,1 p.,578 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:240021BYC",18,50,5,1,0,0,0,Unknown,0,0,0,0,13.267329147654515,0
25m²,2 p.,1 p.,296 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:240022BYC",18,25,5,1,0,0,0,Unknown,0,0,0,0,12.598114733306197,0
25m²,2 p.,1 p.,296 000 ,"Paris 18 (75018)
PARIS","Ref de l'annonce
:240020BYC",18,25,5,1,0,0,0,Unknown,0,0,0,0,12.598114733306197,0
100m²,4 p.,3 p.,947 500 ,Paris 13 (75013)|Nationale - Deux Moulins,"Ref de l'annonce
:132431FN-1462364050
Nombre de salle de bain
:1",13,100,6,1,1,0,0,Unknown,0,0,0,0,13.761582215938718,0
53m²,3 p.,1 p.,635 000 ,"Paris 17 (75017)
Paris 17ème","Ref de l'annonce
:2918514
Nombre de salle de bain
:1",17,53,6,1,1,0,0,Unknown,0,0,0,0,13.36138027787483,0
50m²,2 p.,1 p.,490 000 ,"Paris 12 (75012)
Nation","Ref de l'annonce
:1714
Chauffage
:Central
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Ascenseur",12,50,6,1,0,1,0,Central,0,0,1,0,13.102160670086809,0
72m²,3 p.,2 p.,1 033 000 ,"Paris 08 (75008)
Paris","Ref de l'annonce
:HBO
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",8,72,5,5,1,0,0,Central,0,0,1,0,13.847977748101776,1
24m²,1 p.,0 p.,99 000 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:287",3,24,5,2,0,0,0,Unknown,0,0,0,0,11.502875129116727,0
91m²,1 p.,0 p.,315 650 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:187
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",3,91,6,1,1,1,0,Unknown,0,0,0,0,12.662389283795772,0
81m²,4 p.,2 p.,945 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:70
Chauffage
:Au gaz
Etage du bien
:2e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Nombre de salle de bain
:1",12,81,8,2,1,1,0,Au gaz,0,0,0,0,13.758940206475879,0
50m²,3 p.,2 p.,540 000 ,"Paris 17 (75017)
Métro Porte Maillot","Ref de l'annonce
:RSIM808
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:14
Cave
Ascenseur
Sécurité
:Gardien",17,50,14,6,0,1,0,Central,0,0,1,0,13.199324418540456,0
49m²,2 p.,1 p.,760 000 ,"Paris 02 (75002)
Paris 2ème","Ref de l'annonce
:4115640
Chauffage
:Central
Etage du bien
:6e
Nombre d'étages du bâtiment
:6
Ascenseur",2,49,6,6,0,0,0,Central,0,0,1,0,13.541073712262515,1
60m²,2 p.,1 p.,424 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:337
Terrasse/Balcon
:Balcon
Etage du bien
:6e
Nombre d'étages du bâtiment
:9
Cave
Ascenseur
Sécurité
:Gardien",12,60,9,6,0,1,Balcon,Unknown,0,0,0,0,12.957488734214095,0
29m²,1 p.,0 p.,393 750 ,"Paris 03 (75003)
Paris 3ème","Ref de l'annonce
:VA1954-DRAY
Meublé
Ascenseur",3,29,5,2,0,0,0,Unknown,0,0,0,0,12.88347146912198,0
90m²,1 p.,0 p.,595 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:Stephenson18
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",18,90,5,1,1,0,0,Unknown,0,0,0,0,13.296316684527767,0
102m²,4 p.,3 p.,1 325 000 ,"Paris 18 (75018)
Paris 18ème","Ref de l'annonce
:2618
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",18,102,6,1,1,1,0,Individuel,0,0,0,1,14.09692301740246,0
72m²,4 p.,3 p.,1 009 000 ,"Paris 15 (75015)
Paris 15ème","Ref de l'annonce
:1014
Chauffage
:Individuel, au gaz
Etage du bien
:4e
Nombre d'étages du bâtiment
:6
Nombre de salle de bain
:1",15,72,6,4,1,0,0,"Individuel, au gaz",0,0,0,1,13.824470299335745,0
67m²,3 p.,2 p.,832 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:1077
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:5",11,67,5,1,0,0,0,Individuel,0,0,0,1,13.631587719803345,0
54m²,3 p.,2 p.,499 000 ,"Paris 11 (75011)
Paris 11ème","Ref de l'annonce
:878402697
Chauffage
:Central
Nombre d'étages du bâtiment
:10
Ascenseur
Nombre de salle de bain
:1",11,54,10,2,1,0,0,Central,0,0,1,0,13.120361374733656,0
54m²,3 p.,2 p.,599 000 ,"Paris 12 (75012)
Paris 12ème","Ref de l'annonce
:878402722
Chauffage
:Individuel
Etage du bien
:1er
Nombre d'étages du bâtiment
:6
Cave
Nombre de salle de bain
:1",12,54,6,1,1,1,0,Individuel,0,0,0,1,13.303016877097587,0
72m²,3 p.,2 p.,1 033 000 ,"Paris 08 (75008)
Paris","Ref de l'annonce
:HBO
Chauffage
:Central
Etage du bien
:5e
Nombre d'étages du bâtiment
:5
Nombre de salle de bain
:1",8,72,5,5,1,0,0,Central,0,0,1,0,13.847977748101776,1
75m²,4 p.,3 p.,865 000 ,"Paris 02 (75002)
Montorgueil","Ref de l'annonce
:148087
Nombre d'étages du bâtiment
:4",2,75,4,1,0,0,0,Unknown,0,0,0,0,13.670484785914017,0
73m²,3 p.,2 p.,515 000 ,"Paris 13 (75013)
Paris 13ème","Ref de l'annonce
:161456683
Etage du bien
:23e
Nombre d'étages du bâtiment
:28
Cave
Ascenseur",13,73,28,23,0,1,0,Unknown,0,0,0,0,13.151922179645874,0
50m²,3 p.,1 p.,610 000 ,Paris 15 (75015)|Vaugirard - Parc des Expositio...,"Ref de l'annonce
:340937850693
Chauffage
:Au gaz
Etage du bien
:2e
Cave
Nombre de salle de bain
:1",15,50,6,2,1,1,0,Au gaz,0,0,0,0,13.321214236149494,0
134m²,4 p.,3 p.,1 700 000 ,"Paris 17 (75017)
PARIS","Ref de l'annonce
:GM1-791C
Chauffage
:Individuel, électrique
Ascenseur
Nombre de salle de bain
:2",17,134,6,1,2,0,0,"Individuel, électrique",0,0,0,1,14.346138809026444,0
90m²,4 p.,3 p.,1 090 000 ,"Paris 12 (75012)
Quinze-Vingts","Ref de l'annonce
:4111565
Etage du bien
:2e
Nombre d'étages du bâtiment
:2
Nombre de salle de bain
:1",12,90,2,2,1,0,0,Unknown,0,0,0,0,13.901688254205327,1
86m²,4 p.,2 p.,1 170 000 ,"Paris 17 (75017)
Plaine-Monceau","Ref de l'annonce
:3719009
Chauffage
:Individuel, au gaz
Terrasse/Balcon
:Balcon
Etage du bien
:2e
Nombre d'étages du bâtiment
:6
Cave
Ascenseur
Sécurité
:Gardien",17,86,6,2,0,1,Balcon,"Individuel, au gaz",0,0,0,1,13.972514306773938,0
138m²,5 p.,3 p.,1 500 000 ,"Paris 16 (75016)
Paris","Ref de l'annonce
:LC7634
Chauffage
:Central
Terrasse/Balcon
:Balcon
Etage du bien
:5e
Nombre d'étages du bâtiment
:8
Cave
Ascenseur
Sécurité
:Gardien
Nombre de salle de bain
:1",16,138,8,5,1,1,Balcon,Central,0,0,1,0,14.22097566607244,0
45m²,2 p.,1 p.,428 500 ,Paris 18 (75018)|La Chapelle - Marx Dormoy,"Ref de l'annonce
:202522R8
Nombre d'étages du bâtiment
:6
Ascenseur",18,45,6,1,0,0,0,Unknown,0,0,0,0,12.968046017019972,0
99m²,4 p.,2 p.,1 400 000 ,"Paris 10 (75010)
PARIS 10EME ARR.","Ref de l'annonce
:2021
Etage du bien
:2e
Ascenseur
Nombre de salle de bain
:1",10,99,5,2,1,0,0,Unknown,0,0,0,0,14.151982794585487,0
28m²,1 p.,1 p.,334 152 ,"Paris 08 (75008)
Saint Philippe du Roule","Ref de l'annonce
:125736
Etage du bien
:6e
Cave
Nombre de salle de bain
:1",8,28,6,6,1,1,0,Unknown,0,0,0,0,12.71935125825723,1
67m²,3 p.,2 p.,899 000 ,"Paris 16 (75116)
Paris","Ref de l'annonce
:2411000
Chauffage
:Individuel, électrique
Etage du bien
:1er
Nombre d'étages du bâtiment
:5
Cave
Ascenseur
Accès handicapé
Nombre de salle de bain
:1",16,67,5,1,1,1,0,"Individuel, électrique",0,0,0,1,13.709038313453757,0
